,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
18751,"Silchar, India",2014-04-15,Silver,Fuel,Male,260304,2014,4
18752,"Udaipur, India",2015-01-01,Platinum,Grocery,Female,58562,2015,1
18753,"Tiruppur, India",2014-01-07,Signature,Bills,Female,194787,2014,1
18754,"Jaipur, India",2014-03-07,Platinum,Food,Male,232487,2014,3
18755,"Attingal, India",2013-12-15,Silver,Bills,Male,26601,2013,12
18756,"Allahabad, India",2014-09-19,Platinum,Bills,Male,75904,2014,9
18757,"Nanded-Waghala, India",2014-06-09,Signature,Food,Male,16334,2014,6
18758,"Tonk, India",2014-08-22,Silver,Entertainment,Male,42580,2014,8
18759,"Araria, India",2014-06-13,Platinum,Bills,Female,211896,2014,6
18760,"Amravati, India",2014-01-20,Gold,Bills,Female,265206,2014,1
18761,"Warora, India",2014-09-04,Signature,Food,Male,117941,2014,9
18762,"Sadabad, India",2015-01-04,Signature,Entertainment,Female,231554,2015,1
18763,"Thiruvallur, India",2013-12-20,Silver,Grocery,Male,67008,2013,12
18764,"Karwar, India",2014-05-29,Signature,Food,Male,95821,2014,5
18765,"Charkhi Dadri, India",2014-06-01,Signature,Grocery,Male,128028,2014,6
18766,"Hapur, India",2013-12-02,Platinum,Food,Female,57774,2013,12
18767,"Raipur, India",2014-08-28,Signature,Bills,Male,84238,2014,8
18768,"Upleta, India",2014-12-15,Signature,Food,Female,205125,2014,12
18769,"Mavoor, India",2014-06-21,Silver,Entertainment,Male,47547,2014,6
18770,"Sitamarhi, India",2015-01-12,Signature,Fuel,Female,299218,2015,1
18771,"Markapur, India",2014-06-16,Silver,Entertainment,Female,166147,2014,6
18772,"Vatakara, India",2014-12-30,Gold,Entertainment,Female,138714,2014,12
18773,"Jhumri Tilaiya, India",2015-04-21,Signature,Fuel,Female,91635,2015,4
18774,"Kendrapara, India",2014-02-25,Silver,Fuel,Male,89979,2014,2
18775,"Davanagere, India",2014-01-06,Signature,Bills,Male,146226,2014,1
18776,"Rajula, India",2014-02-04,Gold,Food,Female,92254,2014,2
18777,"Firozpur, India",2014-05-02,Signature,Grocery,Female,19856,2014,5
18778,"Mangrol, India",2013-10-05,Silver,Bills,Female,85242,2013,10
18779,"Chaibasa, India",2014-09-13,Silver,Food,Male,66582,2014,9
18780,"Veraval, India",2015-04-25,Signature,Entertainment,Female,34723,2015,4
18781,"Mancherial, India",2014-03-31,Gold,Grocery,Female,69523,2014,3
18782,"Nabha, India",2013-11-09,Silver,Bills,Female,280927,2013,11
18783,"Ottappalam, India",2014-08-20,Signature,Entertainment,Female,17651,2014,8
18784,"Samana, India",2013-11-04,Signature,Entertainment,Male,184026,2013,11
18785,"Porbandar, India",2014-02-24,Gold,Bills,Female,212750,2014,2
18786,"Dumraon, India",2014-08-05,Gold,Grocery,Female,153498,2014,8
18787,"Silchar, India",2013-12-03,Signature,Grocery,Male,168557,2013,12
18788,"Naila Janjgir, India",2014-05-13,Signature,Entertainment,Male,53664,2014,5
18789,"Shahade, India",2014-06-20,Silver,Entertainment,Male,236286,2014,6
18790,"Punalur, India",2015-04-08,Signature,Food,Male,204733,2015,4
18791,"Mankachar, India",2014-11-27,Silver,Bills,Female,235864,2014,11
18792,"Tanda, India",2015-03-21,Signature,Entertainment,Female,18544,2015,3
18793,"Uthamapalayam, India",2013-12-16,Silver,Entertainment,Female,4030,2013,12
18794,"Rosera, India",2013-10-21,Platinum,Fuel,Male,143257,2013,10
18795,"Hyderabad, India",2013-10-20,Silver,Bills,Female,172571,2013,10
18796,"Parvathipuram, India",2015-04-18,Signature,Bills,Male,258426,2015,4
18797,"Pandhurna, India",2013-12-31,Silver,Bills,Female,224307,2013,12
18798,"Malpura, India",2014-08-18,Signature,Bills,Female,56319,2014,8
18799,"Wai, India",2014-11-26,Gold,Grocery,Female,159387,2014,11
18800,"Shoranur, India",2015-01-29,Silver,Entertainment,Female,81289,2015,1
18801,"Udaipur, India",2014-10-12,Silver,Grocery,Female,98525,2014,10
18802,"Gokak, India",2014-07-17,Gold,Fuel,Male,245613,2014,7
18803,"Rabkavi Banhatti, India",2015-05-09,Gold,Entertainment,Male,262595,2015,5
18804,"Zunheboto, India",2014-12-01,Silver,Entertainment,Female,78591,2014,12
18805,"Sitamarhi, India",2014-10-29,Gold,Fuel,Female,229403,2014,10
18806,"Bhiwani, India",2015-01-20,Gold,Grocery,Male,9719,2015,1
18807,"Darjiling, India",2014-03-09,Platinum,Entertainment,Female,178393,2014,3
18808,"Murshidabad, India",2014-06-12,Silver,Food,Male,1018,2014,6
18809,"Murtijapur, India",2014-01-26,Platinum,Grocery,Male,162688,2014,1
18810,"Vijayapura, India",2013-12-07,Signature,Fuel,Male,110644,2013,12
18811,"Maddur, India",2013-11-12,Platinum,Grocery,Male,217230,2013,11
18812,"Lingsugur, India",2014-08-24,Silver,Entertainment,Female,189085,2014,8
18813,"Sandila, India",2014-09-29,Platinum,Entertainment,Female,126782,2014,9
18814,"Dalli-Rajhara, India",2014-02-12,Signature,Bills,Male,275497,2014,2
18815,"Pali, India",2014-12-23,Signature,Entertainment,Female,197265,2014,12
18816,"Jamnagar, India",2014-05-11,Gold,Food,Female,275614,2014,5
18817,"Brahmapur, India",2015-02-11,Platinum,Food,Female,91909,2015,2
18818,"Nabha, India",2014-05-27,Silver,Grocery,Female,108235,2014,5
18819,"Talcher, India",2014-09-29,Signature,Grocery,Female,144979,2014,9
18820,"Mahidpur, India",2014-07-06,Platinum,Bills,Male,98014,2014,7
18821,"Tiruppur, India",2014-01-17,Gold,Food,Male,16473,2014,1
18822,"Vellore, India",2014-08-15,Platinum,Bills,Male,256179,2014,8
18823,"Sangaria, India",2015-04-21,Platinum,Food,Male,21176,2015,4
18824,"Patratu, India",2013-12-17,Platinum,Fuel,Female,16492,2013,12
18825,"Kharar, India",2015-03-28,Platinum,Fuel,Female,29050,2015,3
18826,"Jorhat, India",2014-07-01,Silver,Bills,Male,258803,2014,7
18827,"Eluru, India",2015-01-14,Signature,Bills,Female,67901,2015,1
18828,"Mohali, India",2014-04-09,Silver,Fuel,Male,251109,2014,4
18829,"Darjiling, India",2015-02-01,Silver,Entertainment,Female,258520,2015,2
18830,"Sonepur, India",2014-07-14,Platinum,Entertainment,Male,144563,2014,7
18831,"Valparai, India",2014-09-12,Platinum,Fuel,Female,68467,2014,9
18832,"Sangaria, India",2013-10-19,Signature,Food,Male,184347,2013,10
18833,"Naharlagun, India",2014-08-18,Silver,Bills,Female,125915,2014,8
18834,"Savarkundla, India",2013-10-09,Platinum,Food,Male,150874,2013,10
18835,"Nanjikottai, India",2014-02-03,Platinum,Fuel,Female,285816,2014,2
18836,"Karnal, India",2015-03-01,Silver,Food,Female,171847,2015,3
18837,"Tumkur, India",2014-05-16,Silver,Entertainment,Male,181842,2014,5
18838,"Mungeli, India",2014-01-03,Gold,Fuel,Female,68199,2014,1
18839,"Navsari, India",2014-07-15,Gold,Food,Male,223204,2014,7
18840,"Dimapur, India",2014-07-25,Gold,Fuel,Male,47101,2014,7
18841,"Sandila, India",2014-08-01,Gold,Entertainment,Female,135523,2014,8
18842,"Kanhangad, India",2014-09-04,Gold,Bills,Male,194385,2014,9
18843,"Thirumangalam, India",2014-08-20,Silver,Bills,Female,287087,2014,8
18844,"Lanka, India",2014-04-23,Platinum,Bills,Male,201385,2014,4
18845,"Bagaha, India",2013-12-02,Platinum,Entertainment,Female,224207,2013,12
18846,"Amritsar, India",2013-12-07,Silver,Grocery,Male,78037,2013,12
18847,"Kharagpur, India",2015-03-14,Signature,Fuel,Female,225142,2015,3
18848,"Sanand, India",2014-01-24,Signature,Grocery,Female,194009,2014,1
18849,"Shikohabad, India",2014-09-15,Signature,Grocery,Male,227664,2014,9
18850,"Sherghati, India",2014-05-22,Platinum,Grocery,Female,126320,2014,5
18851,"Chaibasa, India",2014-02-11,Silver,Bills,Female,228701,2014,2
18852,"Sohna, India",2013-12-17,Gold,Food,Female,227511,2013,12
18853,"Sikandra Rao, India",2014-05-17,Silver,Food,Male,81402,2014,5
18854,"Lucknow, India",2014-12-25,Silver,Food,Female,2993,2014,12
18855,"Maihar, India",2014-11-15,Signature,Fuel,Male,230522,2014,11
18856,"Laharpur, India",2014-12-15,Silver,Fuel,Male,238379,2014,12
18857,"Vellakoil, India",2014-07-03,Platinum,Grocery,Male,279508,2014,7
18858,"Naihati, India",2014-07-08,Signature,Food,Male,80851,2014,7
18859,"Moga, India",2014-02-27,Gold,Bills,Male,197031,2014,2
18860,"Hardoi , India",2014-10-31,Platinum,Grocery,Male,220788,2014,10
18861,"Akola, India",2014-01-10,Gold,Fuel,Male,57038,2014,1
18862,"Revelganj, India",2014-12-12,Silver,Entertainment,Male,153626,2014,12
18863,"Sherkot, India",2015-02-16,Silver,Grocery,Male,17853,2015,2
18864,"Jehanabad, India",2015-02-09,Gold,Grocery,Female,8564,2015,2
18865,"Sardhana, India",2014-12-28,Signature,Entertainment,Male,53300,2014,12
18866,"Paramakudi, India",2014-08-09,Signature,Bills,Male,80024,2014,8
18867,"Rajnandgaon, India",2014-01-01,Silver,Fuel,Male,5514,2014,1
18868,"Motihari, India",2015-04-18,Silver,Food,Female,113102,2015,4
18869,"Nanded-Waghala, India",2014-07-20,Silver,Entertainment,Male,174695,2014,7
18870,"Anantnag, India",2014-12-04,Silver,Grocery,Female,48251,2014,12
18871,"Achalpur, India",2014-04-19,Signature,Fuel,Male,138246,2014,4
18872,"Perumbavoor, India",2014-03-29,Platinum,Entertainment,Female,222244,2014,3
18873,"Tandur, India",2013-11-21,Signature,Entertainment,Male,245041,2013,11
18874,"Attingal, India",2014-05-15,Gold,Fuel,Male,91665,2014,5
18875,"Malpura, India",2014-01-14,Platinum,Grocery,Male,168132,2014,1
18876,"Sagar, India",2015-05-24,Signature,Fuel,Male,58557,2015,5
18877,"Pandua, India",2013-10-14,Silver,Fuel,Male,72988,2013,10
18878,"Sonepur, India",2014-03-27,Silver,Entertainment,Male,5877,2014,3
18879,"Shahdol, India",2014-04-19,Platinum,Entertainment,Female,190237,2014,4
18880,"Mandsaur, India",2014-11-21,Silver,Food,Female,80661,2014,11
18881,"Lunawada, India",2015-02-16,Silver,Entertainment,Female,250648,2015,2
18882,"Nokha, India",2014-08-25,Gold,Grocery,Male,246097,2014,8
18883,"Shahpur, India",2014-09-10,Signature,Bills,Female,4775,2014,9
18884,"Paithan, India",2015-05-12,Platinum,Grocery,Female,215167,2015,5
18885,"Maihar, India",2014-12-30,Signature,Bills,Male,101551,2014,12
18886,"Shahjahanpur, India",2014-02-20,Silver,Entertainment,Female,189273,2014,2
18887,"Nehtaur, India",2013-10-09,Signature,Grocery,Female,182728,2013,10
18888,"Udaipur, India",2014-07-25,Gold,Fuel,Male,160517,2014,7
18889,"Ahmedabad, India",2013-10-17,Platinum,Grocery,Female,282499,2013,10
18890,"Hisar, India",2015-01-01,Gold,Bills,Male,73887,2015,1
18891,"Shoranur, India",2014-08-07,Gold,Bills,Female,272098,2014,8
18892,"Pinjore, India",2014-10-24,Silver,Food,Male,181201,2014,10
18893,"Tilda Newra, India",2015-03-25,Gold,Grocery,Male,164476,2015,3
18894,"Ramnagar, India",2014-07-14,Gold,Grocery,Male,41169,2014,7
18895,"Gokak, India",2015-02-26,Silver,Fuel,Male,262362,2015,2
18896,"Morena, India",2015-02-18,Signature,Fuel,Female,260508,2015,2
18897,"Mohali, India",2014-07-01,Silver,Fuel,Male,15012,2014,7
18898,"Palia Kalan, India",2013-12-03,Silver,Fuel,Female,215526,2013,12
18899,"Saunda, India",2014-06-11,Platinum,Grocery,Female,249905,2014,6
18900,"Dumraon, India",2014-11-15,Platinum,Fuel,Male,94579,2014,11
18901,"Jamshedpur, India",2014-07-15,Silver,Grocery,Male,219550,2014,7
18902,"Talode, India",2014-07-28,Silver,Food,Female,219759,2014,7
18903,"Shahpura, India",2015-05-14,Gold,Grocery,Male,159067,2015,5
18904,"Paravoor, India",2014-06-26,Gold,Food,Male,69932,2014,6
18905,"Puri, India",2014-03-21,Silver,Entertainment,Female,59433,2014,3
18906,"Sainthia, India",2013-12-09,Signature,Bills,Female,45940,2013,12
18907,"Savner, India",2014-08-28,Silver,Fuel,Male,243954,2014,8
18908,"Kalyan-Dombivali, India",2013-11-29,Gold,Entertainment,Male,199921,2013,11
18909,"Mandya, India",2014-10-16,Platinum,Bills,Female,90591,2014,10
18910,"Osmanabad, India",2015-01-31,Gold,Grocery,Female,185079,2015,1
18911,"Ramganj Mandi, India",2013-10-22,Platinum,Grocery,Male,61831,2013,10
18912,"Nasirabad, India",2014-10-12,Gold,Food,Female,99597,2014,10
18913,"Panipat, India",2014-10-29,Silver,Entertainment,Female,282220,2014,10
18914,"Lakhimpur, India",2015-01-06,Platinum,Fuel,Male,163722,2015,1
18915,"Sonipat, India",2013-11-03,Silver,Food,Female,9179,2013,11
18916,"Bhilai Nagar, India",2014-02-16,Gold,Fuel,Male,17073,2014,2
18917,"Rajampet, India",2014-05-20,Signature,Grocery,Female,196022,2014,5
18918,"Rajagangapur, India",2014-04-27,Gold,Fuel,Female,146550,2014,4
18919,"Begusarai, India",2014-11-26,Platinum,Entertainment,Male,195973,2014,11
18920,"Shrigonda, India",2013-12-26,Silver,Food,Male,44395,2013,12
18921,"Mahnar Bazar, India",2014-06-24,Gold,Bills,Male,277467,2014,6
18922,"Byasanagar, India",2015-05-19,Platinum,Food,Female,31453,2015,5
18923,"Mahalingapura, India",2014-09-01,Silver,Food,Female,247165,2014,9
18924,"Shahpura, India",2015-03-27,Signature,Bills,Female,48131,2015,3
18925,"Savanur, India",2014-07-24,Signature,Fuel,Female,176795,2014,7
18926,"Sindhnur, India",2014-04-29,Platinum,Bills,Male,70614,2014,4
18927,"Pipar City, India",2015-04-07,Gold,Entertainment,Female,78579,2015,4
18928,"Tadpatri, India",2014-05-05,Silver,Fuel,Male,176047,2014,5
18929,"Jamui, India",2013-12-30,Signature,Bills,Female,151439,2013,12
18930,"Sultanganj, India",2013-11-07,Signature,Fuel,Female,277363,2013,11
18931,"Gurgaon, India",2013-11-23,Silver,Grocery,Female,130819,2013,11
18932,"Salur, India",2014-06-14,Signature,Food,Female,139987,2014,6
18933,"Gobichettipalayam, India",2015-01-06,Platinum,Entertainment,Female,203885,2015,1
18934,"Shahabad Rampur, India",2013-10-21,Gold,Entertainment,Female,3284,2013,10
18935,"Allahabad, India",2013-12-29,Platinum,Grocery,Male,251814,2013,12
18936,"Jammu, India",2013-12-19,Gold,Entertainment,Female,248350,2013,12
18937,"Rampura Phul, India",2015-04-27,Signature,Bills,Male,129403,2015,4
18938,"Saunda, India",2014-03-03,Gold,Bills,Male,287538,2014,3
18939,"Thrissur, India",2013-10-21,Silver,Bills,Male,108656,2013,10
18940,"Khanna, India",2014-06-30,Platinum,Fuel,Male,158576,2014,6
18941,"Nellikuppam, India",2014-09-21,Gold,Food,Female,291333,2014,9
18942,"Jhansi, India",2014-10-04,Gold,Fuel,Male,209827,2014,10
18943,"Khanna, India",2014-01-14,Silver,Fuel,Male,84001,2014,1
18944,"Korba, India",2014-05-01,Platinum,Fuel,Female,199004,2014,5
18945,"Makhdumpur, India",2015-02-05,Silver,Fuel,Female,63031,2015,2
18946,"Silchar, India",2013-12-18,Platinum,Food,Male,10288,2013,12
18947,"Ranavav, India",2013-10-26,Silver,Entertainment,Female,181754,2013,10
18948,"Charkhi Dadri, India",2014-06-22,Silver,Grocery,Male,285131,2014,6
18949,"Narasaraopet, India",2014-08-03,Signature,Bills,Male,171828,2014,8
18950,"Bikaner, India",2014-02-27,Signature,Entertainment,Female,299673,2014,2
18951,"Gangarampur, India",2014-01-25,Gold,Food,Male,146464,2014,1
18952,"Musabani, India",2014-03-31,Gold,Grocery,Female,84505,2014,3
18953,"Changanassery, India",2014-02-01,Platinum,Bills,Male,30074,2014,2
18954,"Dhamtari, India",2015-03-15,Gold,Grocery,Male,1416,2015,3
18955,"Parvathipuram, India",2015-01-03,Silver,Food,Female,81394,2015,1
18956,"Pithoragarh, India",2014-01-14,Platinum,Grocery,Female,205682,2014,1
18957,"Bodhan, India",2014-10-11,Signature,Food,Male,119548,2014,10
18958,"Alwar, India",2014-12-24,Silver,Entertainment,Male,223936,2014,12
18959,"Sumerpur, India",2014-07-13,Signature,Entertainment,Male,132762,2014,7
18960,"Ashok Nagar, India",2015-02-24,Gold,Fuel,Female,208606,2015,2
18961,"Yanam, India",2014-11-28,Signature,Bills,Female,125739,2014,11
18962,"Sambalpur, India",2014-11-27,Signature,Food,Female,220708,2014,11
18963,"Shikohabad, India",2014-02-07,Platinum,Grocery,Male,70216,2014,2
18964,"Shahpur, India",2014-08-15,Gold,Entertainment,Female,15336,2014,8
18965,"Chennai, India",2014-02-03,Silver,Entertainment,Male,202978,2014,2
18966,"Gooty, India",2015-01-10,Signature,Entertainment,Male,155471,2015,1
18967,"Mahe, India",2014-06-26,Platinum,Bills,Female,23222,2014,6
18968,"Rampurhat, India",2015-01-04,Platinum,Food,Female,259759,2015,1
18969,"Hyderabad, India",2014-02-17,Gold,Food,Female,46844,2014,2
18970,"Vadalur, India",2015-05-16,Platinum,Grocery,Female,280249,2015,5
18971,"Lalsot, India",2014-04-10,Silver,Food,Male,137461,2014,4
18972,"Palakkad, India",2014-05-23,Silver,Bills,Female,203036,2014,5
18973,"Malur, India",2014-01-21,Gold,Grocery,Male,3734,2014,1
18974,"Nathdwara, India",2014-02-12,Signature,Bills,Male,40405,2014,2
18975,"Jagdalpur, India",2015-01-03,Signature,Fuel,Male,78305,2015,1
18976,"Jammu, India",2015-05-24,Signature,Grocery,Female,91841,2015,5
18977,"Nokha, India",2014-02-08,Gold,Entertainment,Male,64802,2014,2
18978,"Lalitpur, India",2014-12-19,Gold,Fuel,Female,3482,2014,12
18979,"Makrana, India",2015-05-20,Platinum,Grocery,Female,102289,2015,5
18980,"Indore, India",2014-10-14,Silver,Food,Male,208682,2014,10
18981,"Palghar, India",2015-01-17,Signature,Entertainment,Male,213498,2015,1
18982,"Vadnagar, India",2015-01-27,Silver,Grocery,Male,76163,2015,1
18983,"Kothagudem, India",2013-10-10,Gold,Bills,Male,163997,2013,10
18984,"Vedaranyam, India",2015-03-30,Signature,Grocery,Female,94406,2015,3
18985,"Tarikere, India",2015-01-12,Silver,Fuel,Female,71396,2015,1
18986,"Sultanpur, India",2014-03-25,Gold,Entertainment,Male,59144,2014,3
18987,"Zunheboto, India",2014-03-29,Silver,Grocery,Male,298567,2014,3
18988,"Madikeri, India",2014-07-02,Platinum,Entertainment,Male,273262,2014,7
18989,"Udaipurwati, India",2014-09-12,Signature,Grocery,Male,290495,2014,9
18990,"Amalapuram, India",2013-12-26,Signature,Bills,Male,113126,2013,12
18991,"Virudhachalam, India",2015-04-27,Silver,Bills,Female,63000,2015,4
18992,"Gobichettipalayam, India",2014-07-16,Gold,Bills,Male,139447,2014,7
18993,"Puranpur, India",2013-11-04,Silver,Food,Male,60109,2013,11
18994,"Bengaluru, India",2014-11-24,Gold,Bills,Male,97311,2014,11
18995,"Pali, India",2014-11-07,Platinum,Fuel,Male,7852,2014,11
18996,"Sumerpur, India",2014-05-22,Signature,Bills,Female,201699,2014,5
18997,"Jalandhar, India",2014-07-17,Platinum,Grocery,Female,249715,2014,7
18998,"Gumia, India",2014-07-03,Gold,Food,Male,142838,2014,7
18999,"Bhuj, India",2014-03-27,Gold,Entertainment,Female,79607,2014,3
19000,"Jodhpur, India",2014-04-27,Platinum,Food,Female,232184,2014,4
19001,"Bodhan, India",2015-03-28,Signature,Food,Male,202221,2015,3
19002,"Sumerpur, India",2013-11-13,Platinum,Fuel,Male,22889,2013,11
19003,"Palwancha, India",2014-01-18,Signature,Fuel,Male,7741,2014,1
19004,"Tilhar, India",2014-04-27,Gold,Entertainment,Female,12688,2014,4
19005,"Ratlam, India",2015-02-20,Gold,Bills,Female,93278,2015,2
19006,"Batala, India",2014-08-30,Platinum,Bills,Male,244774,2014,8
19007,"Tilda Newra, India",2014-12-24,Silver,Grocery,Male,153671,2014,12
19008,"Nanded-Waghala, India",2014-05-13,Silver,Fuel,Female,50999,2014,5
19009,"Shahjahanpur, India",2013-11-26,Signature,Bills,Female,50679,2013,11
19010,"Barpeta, India",2014-08-11,Signature,Bills,Female,270879,2014,8
19011,"Tharad, India",2014-12-20,Signature,Food,Male,120276,2014,12
19012,"Tumsar, India",2015-02-06,Platinum,Fuel,Female,145479,2015,2
19013,"Mahemdabad, India",2014-07-15,Silver,Food,Male,83271,2014,7
19014,"Nasirabad, India",2013-12-14,Silver,Grocery,Male,286277,2013,12
19015,"Paramakudi, India",2013-10-15,Signature,Food,Female,282442,2013,10
19016,"Tiruchendur, India",2015-05-21,Gold,Grocery,Female,263547,2015,5
19017,"English Bazar, India",2015-03-20,Gold,Entertainment,Male,61694,2015,3
19018,"Gobichettipalayam, India",2014-08-04,Signature,Food,Female,215449,2014,8
19019,"Kozhikode, India",2014-03-24,Gold,Bills,Male,88828,2014,3
19020,"Vidisha, India",2014-01-27,Gold,Grocery,Male,52382,2014,1
19021,"Madikeri, India",2014-12-01,Signature,Food,Male,187789,2014,12
19022,"Tiptur, India",2014-11-05,Signature,Fuel,Male,208688,2014,11
19023,"Amreli, India",2014-10-31,Silver,Grocery,Male,20950,2014,10
19024,"Bhiwani, India",2014-03-10,Gold,Entertainment,Male,7127,2014,3
19025,"Simdega, India",2014-01-10,Silver,Entertainment,Male,5180,2014,1
19026,"Santipur, India",2015-01-24,Gold,Entertainment,Male,103573,2015,1
19027,"Pithapuram, India",2014-10-01,Silver,Fuel,Female,214505,2014,10
19028,"Latur, India",2014-12-17,Gold,Food,Male,22922,2014,12
19029,"Una, India",2015-05-13,Signature,Fuel,Male,280618,2015,5
19030,"Kolkata, India",2014-11-04,Signature,Entertainment,Male,238026,2014,11
19031,"Umarkhed, India",2013-11-20,Signature,Food,Female,148809,2013,11
19032,"Ramagundam, India",2014-10-13,Gold,Fuel,Male,33171,2014,10
19033,"Petlad, India",2015-04-25,Gold,Entertainment,Male,110866,2015,4
19034,"Khair, India",2014-09-22,Gold,Fuel,Female,110960,2014,9
